id,radius,texture,perimeter,area,smoothness,compactness,concave_points,f_dim,radius_err,texture_err,perimeter_err,area_err,smoothness_err,compactness_err,concave_points_err,f_dim_err,category,category_code
586,0.0571424618314481,0.35049869247827437,0.03865364842181968,0.0032652609441585034,0.019190103231826152,0.0,0.11428571428571428,0.23732658084597075,0.18411492357966464,0.007376586017362718,0.08368377739707478,0.03389830508474576,0.0881551045137837,0.6924198073303685,0.25,0.005687974458587553,EOSINOPHIL,0
5974,0.3392849600749281,0.8625911828968309,0.26038383454525277,0.11511428413304554,0.45388067662408815,0.0,0.4,0.7611343608864061,0.031008683647302113,0.0029973454462592013,0.012422750113368445,0.0009615384615384616,0.003727203300688283,0.5562795798481921,0.07142857142857142,0.0017735469577588282,EOSINOPHIL,0
5988,0.6003301248361319,0.8110900214854811,0.4220227798894067,0.3603962587857657,0.4514550266472692,0.0,0.45714285714285713,0.6565650097821909,0.01752499093081954,0.0031876655926600314,0.007664712580121896,0.0003071253071253071,0.003747229416394771,0.6634142750681398,0.0625,0.002056015032911386,EOSINOPHIL,0
6052,0.4572002229133068,0.7041189443726019,0.34889758377997715,0.20903204383197743,0.27631481419579307,0.0,0.34285714285714286,0.5435093164220595,0.023011318599566597,0.0036719417574298087,0.009271154231197586,0.0005295207836907599,0.006122384574115567,0.5628551494736644,0.08333333333333333,0.0024836879321265054,EOSINOPHIL,0
6243,0.514981165434883,0.834509816494215,0.4258124468865505,0.2652056007526703,0.4508991182493462,0.0,0.4857142857142857,0.8794716523351821,0.020429446161135918,0.0030982065194880507,0.007596497786214709,0.00041736227045075126,0.0037518493329508425,0.4794843322680119,0.058823529411764705,0.0015349073805977795,EOSINOPHIL,0
6354,0.32444284226152503,0.6417474212486425,0.29384063559887763,0.10526315789473684,0.38425769151952655,0.0,0.37142857142857144,0.7150975616276712,0.032427221756276076,0.004028818298963476,0.011008291292059486,0.0010515247108307045,0.004402528806494863,0.39939764787531246,0.07692307692307693,0.0018877249799638522,EOSINOPHIL,0
6878,0.6000996098620626,0.8111566856220563,0.4243100455826274,0.3601195417565997,0.4499064765871729,0.0,0.6,0.6554846066960386,0.017531722767940565,0.003187403617411362,0.007623395542461763,0.0003073613032119256,0.00376012714656743,0.6557771570465649,0.047619047619047616,0.0020594038615185583,EOSINOPHIL,0
737,0.48788522060887596,0.7893198429502712,0.3082817697576618,0.2380319884885716,0.2740606601430392,0.0,0.4857142857142857,0.6262626215069876,0.021564047339087546,0.003275584387154504,0.010492619504095592,0.00046500813764240875,0.006172741301684775,0.8210079634109494,0.058823529411764705,0.002155497524261447,EOSINOPHIL,0
7604,0.5176608648954739,0.8206865293078343,0.42502758076203356,0.2679727710443301,0.45666385200192416,0.0,0.5142857142857142,0.7608817048303463,0.020323692028323077,0.0031503913634597447,0.0076105256612214985,0.0004130524576621231,0.003704487553844758,0.4862803794945298,0.05555555555555555,0.0017741358763472754,EOSINOPHIL,0
7764,0.5954705712067392,0.8166720836243205,0.42486503081207205,0.3545852011732802,0.4453669213429583,0.0,0.6,0.661129464573227,0.017668009977269396,0.0031658774750386947,0.007613437387241989,0.0003121585765568909,0.0037984535333939213,0.6440102372412992,0.047619047619047616,0.002041820252357364,EOSINOPHIL,0
7845,0.3235032927661969,0.6341062735089442,0.2955729179906752,0.1046543804305717,0.38252747204834436,0.0,0.2571428571428571,0.6738899010863605,0.03252140002437186,0.004077366621421203,0.010943774321767862,0.0010576414595452142,0.004422441993442323,0.39244453995052986,0.1111111111111111,0.0020031573822662193,EOSINOPHIL,0
8167,0.29570691776901004,0.67886549826894,0.2297019534691824,0.08744258121644806,0.19901593313402985,0.0,0.5142857142857142,0.6815391987179161,0.035578403348241,0.0038085360953413567,0.014082088816673147,0.0012658227848101266,0.0085003523556711,0.542816740802945,0.05555555555555555,0.0019806748206635605,EOSINOPHIL,0
8201,0.03793321172354207,0.23824788009917106,0.026662332027041314,0.0014389285516630693,0.027235878109998633,0.0,0.11428571428571428,0.24046804720366388,0.2773500981126146,0.010852074540864506,0.12132034462835763,0.07692307692307693,0.06211312700106724,0.612760255170262,0.25,0.005613666954481042,EOSINOPHIL,0
8222,0.14747867131367037,0.45690359413727877,0.09465801171338689,0.021749958492445626,0.07212275620110366,0.0,0.2571428571428571,0.4826939517258578,0.07133763750064216,0.005658707410522871,0.034172314118646206,0.005089058524173028,0.023455919395465995,0.7920226709350666,0.1111111111111111,0.002796611652930892,EOSINOPHIL,0
8254,0.061346162036897287,0.22063138536729526,0.04228076450499129,0.003763351596657258,0.019915327520881078,0.0,0.17142857142857143,0.32070963064601465,0.17149858514250882,0.011718567373064261,0.07650484441298339,0.029411764705882353,0.08494490257607822,0.6700911529305508,0.16666666666666666,0.004209126889880536,EOSINOPHIL,0
8473,0.3150969216998982,0.6422428155937998,0.29194580229310785,0.09928607006475179,0.3752381685979335,0.0,0.37142857142857144,0.7472333241935337,0.03338902816470889,0.00402571066777709,0.011079739063584105,0.0011148272017837235,0.004508351488743644,0.38160068569318917,0.07692307692307693,0.001806540857439287,EOSINOPHIL,0
852,0.4480913705516224,0.764804445597983,0.2804421403754655,0.20078587636283138,0.1665196355566278,0.0,0.37142857142857144,0.4319929168546488,0.023479095302146473,0.00338058149232857,0.011534227009484541,0.0005512679162072767,0.010159195643066608,0.8367907390303451,0.07692307692307693,0.0031248371848883677,EOSINOPHIL,0
8611,0.3431774579033986,0.8782629780166815,0.2525746177278713,0.11777076761303891,0.3979272246872741,0.0,0.37142857142857144,0.8237106173474451,0.030656966974248287,0.0029438605733760593,0.012806842347085954,0.0009398496240601503,0.004251293832336861,0.604866403578106,0.07692307692307693,0.0016388128327674545,EOSINOPHIL,0
8718,0.1444453668315966,0.5424825772188873,0.1049170453307634,0.020864463999114506,0.061686938550685036,0.0,0.17142857142857143,0.5218914310033884,0.07283570407292297,0.004766021735285946,0.030830865470130493,0.005305039787798408,0.02742404787428288,0.6183221097934307,0.16666666666666666,0.002586567722716702,EOSINOPHIL,0
8829,0.6365723976977431,0.6938458294247002,0.6215978351983377,0.4052244175106536,0.5245718778658349,0.0,0.5142857142857142,0.8229681461493826,0.01652723245824184,0.0037263087048932737,0.005203820101922066,0.0002731494127287626,0.0032249261300747903,0.3438489526997881,0.05555555555555555,0.0016402913484706906,EOSINOPHIL,0
884,0.3092465121545608,0.6640545241185415,0.22623738907119162,0.09563340527976091,0.20051506911431072,0.0,0.42857142857142855,0.6249346690532264,0.03402069087198858,0.0038934811226097672,0.014297739747599677,0.0011574074074074073,0.008436800104372784,0.6120510433816522,0.06666666666666667,0.0021600778402019205,EOSINOPHIL,0
8881,0.07057553772368687,0.11483770415387459,0.04685529743384993,0.004980906524987548,0.018749736579353922,0.0,0.11428571428571428,0.18422960244223074,0.14907119849998596,0.022514241059493702,0.06903559442095226,0.022222222222222223,0.09022556390977443,0.7275132131439378,0.25,0.007327310661809025,EOSINOPHIL,0
9294,0.06485444351255215,0.27534875311322565,0.04283574857762306,0.004206098843322818,0.03184737444100321,0.0,0.05714285714285714,0.4031924410649973,0.16222142113076252,0.009389850961031886,0.07551364030103849,0.02631578947368421,0.05311915301419249,0.7319722378704425,0.5,0.003348047712973322,EOSINOPHIL,0
9620,0.3235032927661969,0.6439480126420271,0.30828177014326613,0.1046543804305717,0.3884528015603222,0.0,0.2571428571428571,0.7936356254925471,0.03252140002437186,0.004015050443950098,0.010492619490971238,0.0010576414595452142,0.004354983537862915,0.36075460316434915,0.1111111111111111,0.0017009159957480664,EOSINOPHIL,0
967,0.31040758617597036,0.6342315871191713,0.28965853621428284,0.09635286955559245,0.37654110161424165,0.0,0.3142857142857143,0.7057816792901285,0.03389343708657536,0.004076561001609881,0.011167229360447376,0.0011487650775416428,0.004492751385650985,0.37618591440636956,0.09090909090909091,0.0019126417840053958,EOSINOPHIL,0
9763,0.4514750975232821,0.7193741607094569,0.3376238021790006,0.2038297636836571,0.2686113044881064,0.0,0.37142857142857144,0.6424537824517179,0.023303123585256942,0.0035940737035777227,0.009580732428341626,0.0005430355688297583,0.006297968580495234,0.5861048512242844,0.07692307692307693,0.0021011745390373576,EOSINOPHIL,0
9876,0.6684215101950138,0.6935864731924049,0.680119346620615,0.44678731529138305,0.5989466080867594,0.0,0.6285714285714286,0.8071442359262551,0.015739738821662852,0.003727702102001528,0.0047560524872419544,0.0002477393781741608,0.0028244680463853354,0.31668879744424144,0.045454545454545456,0.0016724489503994054,EOSINOPHIL,0
1104,0.44536587936905403,0.7346937890943294,0.3272022161052347,0.19835076650617078,0.26301225323843885,0.0,0.4857142857142857,0.6245097956704504,0.023622779563076703,0.003519131088921178,0.009885884480305631,0.0005580357142857143,0.006432040846774862,0.6072516731523732,0.058823529411764705,0.0021615474081500756,EOSINOPHIL,0
1367,0.6714368056021403,0.7009862522095885,0.6676682686284943,0.4508273839172063,0.5828107309941095,0.0,0.4,0.8392978985152034,0.015669054638457008,0.0036883515844845943,0.004844746204220467,0.00024551927326295114,0.002902667137144787,0.33158273028760815,0.07142857142857142,0.0016083771120884588,EOSINOPHIL,0
1626,0.16281735593633867,0.4575636951790737,0.11730079488420134,0.026509491394100394,0.06994708333393887,0.0,0.17142857142857143,0.44212950497015097,0.06461706697512384,0.005650543916136725,0.027575970932759746,0.0041753653444676405,0.024185505319148936,0.6292048771099814,0.16666666666666666,0.0030531948558532194,EOSINOPHIL,0
1830,0.3211854736333439,0.6435973673602069,0.28034691828578046,0.10316010847307543,0.38861848406323246,0.0,0.34285714285714286,0.7257897424476534,0.03275608910402091,0.004017237927252298,0.011538144702625099,0.001072961373390558,0.0043531268465261,0.42999530646087214,0.08333333333333333,0.0018599154152321954,EOSINOPHIL,0
2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EOSINOPHIL,0
2539,0.31876400849177744,0.6390690678110446,0.29920003542346185,0.10161049310974597,0.38923398002799153,0.0,0.2571428571428571,0.7003762812530229,0.03300491809922248,0.004045703170856035,0.010811106039938324,0.0010893246187363835,0.004346243244000111,0.3718361944018927,0.1111111111111111,0.0019274032635438695,EOSINOPHIL,0
2893,0.05997767400589717,0.17086106197374085,0.04322818115787617,0.0035973213791576733,0.02695102047341595,0.0,0.14285714285714285,0.37801180918628186,0.17541160386140583,0.015132082899241896,0.07482811498135378,0.03076923076923077,0.06276962899050904,0.6119025108702985,0.2,0.0035710723776107463,EOSINOPHIL,0
2897,0.46452549913177765,0.7550520608201802,0.2831891701724566,0.21578393934362722,0.1918508915608018,0.0,0.42857142857142855,0.5969127708313586,0.022648444515779777,0.0034242456754977335,0.011422341144424735,0.0005129520389843549,0.0088178144092481,0.8819678118447175,0.06666666666666667,0.002261482072691614,EOSINOPHIL,0
2988,0.4771031630495976,0.7763156251364862,0.3010275377841208,0.22762742819193094,0.2490367887824225,0.0,0.2857142857142857,0.5962797658001203,0.022051373388520753,0.0033304543542899737,0.010745473101653823,0.0004862630683199611,0.006792994578443329,0.8233995693313151,0.1,0.002263882840941981,EOSINOPHIL,0
3313,0.17885325988526654,0.456635333776615,0.13331166013520657,0.0319884885715867,0.07292936838632508,0.0,0.2,0.49489754954198134,0.0588235294117647,0.005662031741293079,0.024264068925671525,0.0034602076124567475,0.023196492626544437,0.5882498449634515,0.14285714285714285,0.002727650463101121,EOSINOPHIL,0
3363,0.6715192258817856,0.7040515763691032,0.6757073642201243,0.45093807072887265,0.5964388435361297,0.0,0.5428571428571428,0.8103368474300073,0.01566713146512808,0.0036722931114974147,0.004787106788231762,0.0002454590083456063,0.002836343699552252,0.323819287559291,0.05263157894736842,0.0016658597402759636,EOSINOPHIL,0
3818,0.17414989634389924,0.4595008785606387,0.12037292708754332,0.030328186396590847,0.06834039906229515,0.0,0.14285714285714285,0.5592044513588036,0.06041220933301769,0.005626722112345116,0.026872182876834662,0.0036496350364963502,0.024754107076399592,0.6839283581271405,0.2,0.002413978513432203,EOSINOPHIL,0
4000,0.08350610238169763,0.12204304151133669,0.04875013093242184,0.006973269134982567,0.017392302739720047,0.0,0.02857142857142857,0.18573071034664623,0.1259881576697424,0.021185015729053146,0.06635229994767225,0.015873015873015872,0.09726748558535973,0.9469907211412811,1.0,0.007268090062630672,EOSINOPHIL,0
4604,0.08482124001873202,0.1472850546638517,0.05198481443534034,0.0071946427583153465,0.02489234270699049,0.0,0.11428571428571428,0.3906726979574104,0.12403473458920845,0.017554284512709024,0.06222361944062929,0.015384615384615385,0.0679608816231207,0.8596716105033005,0.25,0.0034553413567255647,EOSINOPHIL,0
4616,0.15763625604252512,0.509084445731993,0.1264498607419186,0.024849189219104544,0.07753505129617488,0.0,0.2571428571428571,0.47569105918782756,0.06674086442659999,0.00507869328107557,0.025580758184607786,0.004454342984409799,0.021818590788955747,0.5073952810171706,0.1111111111111111,0.002837782010241192,EOSINOPHIL,0
5047,0.31368866025315717,0.6381347426924439,0.2860314199383091,0.09840057557142066,0.3791680412985438,0.0,0.3142857142857143,0.7293506779577622,0.033538923545276884,0.004051626688010085,0.011308839115695758,0.0011248593925759281,0.0044616248517103845,0.39399534321279606,0.09090909090909091,0.0018508346821252569,EOSINOPHIL,0
5177,0.05312733474862957,0.2183358514847106,0.041333347466502114,0.0028225136974929436,0.01196256738118457,0.0,0.08571428571428572,0.06846917104707316,0.19802950859533489,0.011841773746535654,0.07825844042120812,0.0392156862745098,0.1414165957963795,0.5205596881981692,0.3333333333333333,0.019715552409240094,EOSINOPHIL,0
5307,0.676323331854932,0.701736522733387,0.698742582670422,0.45741324921135645,0.6037543073817367,0.0,0.5142857142857142,0.7646443893854163,0.015555843629401253,0.00368440813650149,0.004629291802646672,0.00024198427102238354,0.0028019767898108186,0.3071701025151364,0.05555555555555555,0.0017654056564526482,EOSINOPHIL,0
5605,0.07289010193425934,0.22350987731250166,0.04551544762230549,0.005312966959986717,0.03118101104114012,0.0,0.14285714285714285,0.3957913708121379,0.14433756729740643,0.011567648755067071,0.07106781277772486,0.020833333333333332,0.054254352233797105,0.823542144063047,0.2,0.0034106542733002834,EOSINOPHIL,0
5693,0.5994998561140513,0.8200049289071045,0.43708622848752704,0.3594000774807682,0.45734983569818466,0.0,0.6285714285714286,0.7099540434484047,0.01754926191550154,0.0031530100160313233,0.007400561031880363,0.0003079765937788728,0.003698931155073874,0.6167652212173567,0.045454545454545456,0.0019014012845662434,EOSINOPHIL,0
6324,0.040746805702973204,0.1522625106454797,0.028557165718415375,0.0016603021749958492,0.006571345937799299,0.0,0.02857142857142857,-0.08987619809278531,0.2581988897471611,0.016980435585086752,0.11327046045155774,0.06666666666666667,0.2574366913634855,0.623165553862674,1.0,-0.015019633215928804,EOSINOPHIL,0
6428,0.5997306016120355,0.8180024692078651,0.4366937941720546,0.3596767945099341,0.45286914134316175,0.0,0.7142857142857143,0.680227935549684,0.017542509861881023,0.0031607285446740483,0.0074072115365163725,0.00030773965225419295,0.003735528437672997,0.6183501034005311,0.04,0.0019844929319242843,EOSINOPHIL,0
6506,0.1676736418262067,0.3859573909534032,0.11903307669759243,0.028114450163263048,0.055541425712471094,0.0,0.22857142857142856,0.44458217305599096,0.06274558051381585,0.0066988839043927,0.027174659345605017,0.003937007874015748,0.030458446723885275,0.6481728115339227,0.125,0.0030363510100207885,EOSINOPHIL,0
6590,0.5968630524234819,0.8132527469177108,0.41918052838833486,0.35624550334827604,0.44802220145539,0.0,0.4857142857142857,0.6580917030356641,0.01762679051841585,0.0031791884673471214,0.00771668312589103,0.00031070374398011494,0.003775941349639516,0.6646943101099769,0.058823529411764705,0.002051245326401934,EOSINOPHIL,0
6756,0.044011580341562655,0.10859031766964444,0.027609748872728344,0.001937019204161824,0.009084197231939517,0.0,0.05714285714285714,-0.022020981454656925,0.23904572186687872,0.02380952380952381,0.11715728835590469,0.05714285714285714,0.1862251019918406,0.785714265581197,0.5,-0.06130097030304348,EOSINOPHIL,0
6766,0.2975725950639809,0.7046830887417727,0.2243425555726197,0.08854944933311196,0.20755294209977865,0.0,0.42857142857142855,0.6838742033700234,0.035355339059327376,0.003669002130667833,0.014418500769325871,0.00125,0.008150718264541222,0.5762740465604915,0.06666666666666667,0.0019739120492389766,EOSINOPHIL,0
6786,0.4628545386839128,0.7365050031872233,0.28050947016376343,0.21423432398029774,0.19104427937558038,0.0,0.5142857142857142,0.604998820665954,0.022730208119306573,0.003510476837021446,0.011531458485975244,0.0005166623611469904,0.008855044294240036,0.8924405299320518,0.05555555555555555,0.002231256465442166,EOSINOPHIL,0
6787,0.08046849372570493,0.09032732091394566,0.05103739720404901,0.006475178482483812,0.015460793561054726,0.0,0.08571428571428572,0.1630355138520234,0.13074409009212268,0.0286234965000493,0.06337868871298413,0.017094017094017096,0.10941906373378453,0.8013023481189514,0.3333333333333333,0.008279837308459171,EOSINOPHIL,0
6868,0.2770583041358649,0.8582257069698922,0.17732470761040187,0.07676130389064142,0.2671768428181721,0.0,0.3142857142857143,0.6646392229763846,0.03797316245786212,0.0030125918310786003,0.01824158265199701,0.0014419610670511895,0.006331782119243122,0.7994418511175744,0.09090909090909091,0.00203103801811552,EOSINOPHIL,0
6993,0.3730799722184044,0.8719914741536424,0.22718480610968078,0.13918866567048535,0.43523122155965355,0.0,0.5428571428571428,0.8549830712291943,0.028199798372162452,0.002965033295249397,0.014238114623540016,0.0007952286282306163,0.0038869122255744803,0.8837095216283685,0.05263157894736842,0.0015788704778154927,EOSINOPHIL,0
7018,0.6778763151438599,0.6986212794609246,0.6960628815049159,0.45951629863301785,0.6012203824359107,0.0,0.5142857142857142,0.8910059786235863,0.015520205911041805,0.003700837392233721,0.004647113638817852,0.00024087679152113694,0.0028137861014921038,0.3109632561611401,0.05555555555555555,0.0015150375671789697,EOSINOPHIL,0
7114,0.3766968178207933,0.8076978027380959,0.24273590783532206,0.1419004925563119,0.17583346292417987,0.0,0.2857142857142857,0.5088531403850715,0.027929038673897275,0.003201053346034077,0.013325936566051187,0.00078003120124805,0.009621067161495892,0.789199287761311,0.1,0.002652843076047956,EOSINOPHIL,0
7138,0.36732441168717517,0.7909124373571744,0.2596941907032229,0.13492722342132935,0.17749392134150505,0.0,0.2571428571428571,0.5642963495414375,0.028641657506310238,0.003268988616083116,0.012455739966139355,0.0008203445447087777,0.009531061927337934,0.6555841212204088,0.1111111111111111,0.0023921961063415823,EOSINOPHIL,0
7356,0.41812655862437503,0.8156277432587845,0.2644312745460538,0.17482981902706293,0.20225691542780236,0.0,0.3142857142857143,0.600104822134542,0.025161711869879904,0.0031699311057137797,0.012232604920387325,0.0006331117442228553,0.008364141974842901,0.8194539571190513,0.09090909090909091,0.0022494528962361004,EOSINOPHIL,0
7467,0.6831219495708654,0.6973470546857108,0.6945604811650036,0.46665559798550005,0.6128210643502119,0.0,0.6571428571428571,0.842606910167627,0.015401027590842437,0.0037075997333987625,0.004657165787334653,0.00023719165085388995,0.0027605212262500904,0.31716338722464993,0.043478260869565216,0.001602060835137522,EOSINOPHIL,0
7495,0.46434675526607005,0.7396495625063567,0.2812270066927846,0.21561790912612763,0.19003710416052014,0.0,0.42857142857142855,0.6140289503518026,0.02265716272147219,0.003495552333294233,0.011502036551027092,0.000513347022587269,0.008901975030112995,0.893629526484079,0.06666666666666667,0.0021984428086369175,EOSINOPHIL,0
7638,0.4551985406825048,0.704761443979665,0.3347815510635331,0.207205711439482,0.26968678740173496,0.0,0.45714285714285713,0.6640052340657763,0.023112508176051212,0.0036685942117369212,0.009662071580230202,0.0005341880341880342,0.006272852935549668,0.6059773063975934,0.0625,0.0020329772431614203,EOSINOPHIL,0
772,0.3743387550997755,0.859004750642367,0.262833652887665,0.14012950356964968,0.2262518112440285,0.0,0.3142857142857143,0.7223614756737102,0.02810497136596713,0.003009859668535848,0.01230696021829005,0.0007898894154818325,0.007477091771023698,0.6647130278704128,0.09090909090909091,0.0018687424172735743,EOSINOPHIL,0
7851,0.06736586137148391,0.18567137134937134,0.05198481443534034,0.004538159278321988,0.028127511579608258,0.0,0.11428571428571428,0.30573617744956927,0.15617376188860607,0.013925053363095697,0.06222361944062929,0.024390243902439025,0.060144159971064655,0.5372947565645629,0.25,0.004415269208428762,EOSINOPHIL,0
7876,0.4487701570146978,0.7117863030979956,0.33193930033366986,0.2013946538269965,0.26551929111142436,0.0,0.37142857142857144,0.6020685190161251,0.023443582040385998,0.0036323876180056184,0.00974480366399761,0.0005496015388843089,0.006371309402607638,0.5991030961415149,0.07692307692307693,0.002242116117284719,EOSINOPHIL,0
7976,0.48969682199829906,0.7673164420227379,0.31387105047731834,0.23980297747523383,0.2796270108987112,0.0,0.45714285714285713,0.6003727140367384,0.021484272555249533,0.0033695143391213015,0.010305771447214439,0.00046157396722824835,0.006049864605693317,0.7979235321381658,0.0625,0.002248449169382456,EOSINOPHIL,0
